"id";"instance_id";"item_id";"test_equipment_pn";"test_equipment_description";"test_asset_category_path";"category_id";"test_equipment_internal_descrip";"test_asset_name";"test_asset_name_type";"utilization_status_id";"status";"quantity";"location_org_id";"location_org";"location_id";"locator_id";"default_location_id";"default_locator_id";"location";"locator";"location_type";"location_restricted_flag";"default_location";"default_locator";"restricted_pn_list";"instance_departments"
"226";"61549";"36006";"530387A-KIT";"TEST KIT FOR PXI-2564, HIPOT & FVT";"Test Equipments / KIT";"1021";;;"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23760";;;;"Test'n RF";;"TAFU";"N";;;;"Mfg Test"
"227";"61650";"36104";"531749A-500";"TE, DIGITIZERS GEN II TEST ADAPTERS";"Test Equipments / KIT";"1021";;"TS467";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23760";;;;"Test'n RF";;"TAFU";"N";;;;"Mfg Test"
"228";"61790";"36124";"534122A-500";"TEST KIT FOR DIGITIZERS, Z98 POWER SENSOR, IFT/FVT";"Test Equipments / KIT";"1021";;"SCOP2001109NIH";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23760";;;;"Test'n RF";;"TAFU";"N";;;;"Mfg Test"
"229";"61947";"36364";"542680A-01";"TE, ITA FOR TESTSCALE BACKPLANES AND CORE MODULE";"Test Equipments / ITA";"23";;"542680A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23710";"90041.0";"23710.0";"90041.0";"Dinamikus lokációk";"D";"TAFU";"N";"Dinamikus lokációk";"D";;"Mfg Test"
"230";"66832";"24584";"532699C-01";"STATION TYPE FOR HIPOT, MFG";"Test Equipments / Test Stations";"42";"HiPOT STATION with WIN10";"HPOT9111107NIH";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";"463050.0";"467860.0";;"DAQ&C1";"Production";"TAFU";"N";"Laborok - D raktár - High Power";;;"Mfg Test"
"231";"70109";"41972";"543369A-80";"TEST KIT FOR NHR-9500 BRIDGE MODULES, HIPOT";"Test Equipments / KIT";"1021";;;"NON_SERIALIZED";"2.0";"Available";"1";"1027";"DEB";"23770";;"23770.0";;"Laborok - FVT Test tech labor";;"TAFU";"N";"Laborok - FVT Test tech labor";;;"Mfg Test"
"232";"59011";"32184";"FI_TABLE_PN";"WORKING TABLE FOR BACKEND FINAL INSPECTION OPERATIONS";"Non-Test Resources / Manual operation tables";"7241";;"FI TABLE 1 (C4)";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"MFG Industrial Engineering"
"233";"7838";"2321";"533486E-00";"STATION TYPE FOR CRIO MODULES AND WSN NODES";"Test Equipments / Test Stations";"42";"cRIO UTS Station";"CRIO0101103NIH";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459260";"463050.0";"459260.0";"463050.0";"DAQ&C1";"Production";"TAFU";"N";"DAQ&C1";"Production";;"Mfg Test"
"234";"7864";"2510";"533541A-01";"STATION TYPE FOR MCC PRODUCTS (ITOX, WIN98)";"Test Equipments / Test Stations";"42";"For MCC, WIN98";"MCC09";"SERIAL";"1.0";"Unplanned downtime";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"Mfg Test"
"235";"7866";"24584";"532699C-01";"STATION TYPE FOR HIPOT, MFG";"Test Equipments / Test Stations";"42";"HiPOT STATION with WIN10";"HPOT9101103NIH";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"Mfg Test"
"236";"7912";"2533";"534829B-011";"STATION TYPE FOR MEASUREMENTS, MUTS-II, WITH DSA CAPABILITY";"Test Equipments / Test Stations";"42";"TEST STATION FOR MEASUREMENTS PRODUCTS, DSA CAPABLE";"MEAS0201110NIH";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459261";;"459261.0";;"DAQ&C3";;"TAFU";"N";"DAQ&C3";;;"Mfg Test"
"237";"7926";"2542";"534186A-01";"STATION TYPE FOR DAQPAD-601X BURN-IN";"Test Equipments / Test Stations";"42";"DAQPad-601x / Burn-In Rack";"TS338-NIH";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23710";"90060.0";;;"Dinamikus lokációk";"B";"TAFU";"N";;;;"Mfg Test"
"238";"7934";"2304";"533877C-01";"STATION TYPE FOR SWITCHES, RF PRODUCTS, 3RD GEN";"Test Equipments / Test Stations";"42";"SWITCHES";"SWCH2700100NIH";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"23760";;"23760.0";;"Test'n RF";;"TAFU";"N";"Test'n RF";;;"Mfg Test"
"239";"7945";"2295";"532098B-01";"STATION TYPE FOR PCI/PXI/PCIE/PXIE M SERIES PRODUCTS";"Test Equipments / Test Stations";"42";"M- Series";"TS159-NIH";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23736";"151271.0";"459261.0";;"BU - RMA";"RMA";"TAFU";"N";"DAQ&C3";;;"Mfg Test"
"240";"7973";"2572";"535049B-01";"STATION TYPE FOR PXIE CONTROLLERS, BURN";"Test Equipments / Test Stations";"42";"PXIe Contr. Burn-In";"TS360-NIH";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23710";"90061.0";;;"Dinamikus lokációk";"C";"TAFU";"N";;;;"Mfg Test"
"241";"8004";"2518";"533250A-01";"STATION TYPE FOR PCI-GPIB/TNT5004, CAN, FVT";"Test Equipments / Test Stations";"42";"GPIB / TNT5004 / CAN";"TS040-NIH";"SERIAL";"1.0";"Unplanned downtime";"1";"1027";"DEB";"23741";;"459261.0";;"TAMS INSTALL";;"TAFU";"N";"DAQ&C3";;;"Mfg Test"
"242";"8010";"2591";"533266A-01";"STATION TYPE FOR IMAQ PCIE-1429/1430, SNAPP";"Test Equipments / Test Stations";"42";"PCIe-1429/1430 SNAPP";"TS373-NIH";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154199.0";"126235.0";"154199.0";"Logisztikai polcok";"Log1-A-5";"TAFU";"N";"Logisztikai polcok";"Log1-A-5";;"Mfg Test"
"243";"9679";"2503";"530135F-01";"STATION TYPE FOR CRIO PRODUCTS";"Test Equipments / Test Stations";"42";"cRIO LV8.0";"TS196-NIH";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459260";"463026.0";"459260.0";"463050.0";"DAQ&C1";"Debug";"TAFU";"N";"DAQ&C1";"Production";;"Mfg Test"
"244";"9706";"2292";"532699B-01";"STATION TYPE FOR HIPOT, MFG";"Test Equipments / Test Stations";"42";;"TS056-NIH";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"23760";;"23760.0";;"Test'n RF";;"TAFU";"N";"Test'n RF";;;"Mfg Test"
"245";"9714";"2308";"537437A-01";"STATION TYPE FOR DC POWER, 4TH GENERATION";"Test Equipments / Test Stations";"42";"4th Gen DC Power";"TS249-NIH";"SERIAL";"1.0";"Unplanned downtime";"1";"1027";"DEB";"23770";;"23760.0";;"Laborok - FVT Test tech labor";;"TAFU";"N";"Test'n RF";;;"Mfg Test"
"246";"9723";"2301";"532218A-01";"STATION TYPE FOR DSA, NI-449X, USB-443X, PXI-4461(REV L LEAD FREE PRODUCTS AND ABOVE)";"Test Equipments / Test Stations";"42";"DSA";"TS432-NIH";"SERIAL";"21.0";"Planned downtime";"1";"1027";"DEB";"23770";;"459261.0";;"Laborok - FVT Test tech labor";;"TAFU";"N";"DAQ&C3";;;"Mfg Test"
"247";"10161";"2321";"533486E-00";"STATION TYPE FOR CRIO MODULES AND WSN NODES";"Test Equipments / Test Stations";"42";"cRIO UTS Station";"CRIO0101116NIH";"SERIAL";"21.0";"Planned downtime";"1";"1027";"DEB";"23770";;"23736.0";"151271.0";"Laborok - FVT Test tech labor";;"TAFU";"N";"BU - RMA";"RMA";;"Mfg Test"
"248";"24812";"15111";"539230A-100";"TE, ASSEMBLY, MAIN, MICROMODULE TEST FIXTURE, FVT    (Weller wlsk200 ITA dobozában van)";"Test Equipments / ITA";"1211";;"539230A-100_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121987";"148832.0";"121987.0";"148832.0";"POT-os salgó C";"C1A05";"POT";"Y";"POT-os salgó C";"C1A05";;"Mfg Test"
"249";"24814";"15061";"530582A-KIT";"TEST KIT FOR USB-6501 FVT";"Test Equipments / KIT / FVT";"1250";;"530582A-KIT_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"148834.0";"121930.0";"148834.0";"Remstar #5 (KIT)";"M13B38";"POT";"Y";"Remstar #5 (KIT)";"M13B38";;"Mfg Test"
"250";"24816";"15114";"535033A-KIT";"TEST KIT FOR PXI-6602, PCI-6602 AND PCI-6601, FVT1";"Test Equipments / KIT / FVT";"1250";;"535033A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"148836.0";"121930.0";"148836.0";"Remstar #5 (KIT)";"M13C31";"POT";"Y";"Remstar #5 (KIT)";"M13C31";;"Mfg Test"
"251";"24826";"15123";"537557A-40";"TEST KIT FOR CRIO-908X, CABLES";"Test Equipments / KIT / FVT";"1250";;"537557A-40_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"148846.0";"121930.0";"148846.0";"Remstar #5 (KIT)";"M13A58";"POT";"Y";"Remstar #5 (KIT)";"M13A58";;"Mfg Test"
"252";"24829";"15126";"539318A-00";"TE, CDAQ USB ITA";"Test Equipments / ITA";"1211";;"539318A-00_101";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459280";"463051.0";"121930.0";"148849.0";"DAQ&C2";"Production";"TAFU";"N";"Remstar #5 (KIT)";"M23F05";;"Mfg Test"
"253";"24866";"15102";"539191A-05";"TEST KIT, PXIE-4302/4303/4304/4305, FVT";"Test Equipments / KIT / FVT";"1250";;"539191A-05_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"148886.0";"121930.0";"148886.0";"Remstar #5 (KIT)";"M21G04";"POT";"Y";"Remstar #5 (KIT)";"M21G04";;"Mfg Test"
"254";"24904";"15190";"536452A-KIT";"TEST KIT FOR MCC CIO-DAS16JR/1402/1602 / PC104-DAS16JR16, FVT";"Test Equipments / KIT / FVT";"1250";;"536452A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"148924.0";"121930.0";"148924.0";"Remstar #5 (KIT)";"M21E05";"POT";"Y";"Remstar #5 (KIT)";"M21E05";;"Mfg Test"
"255";"24945";"15224";"537858A-06";"TEST KIT FOR SWITCHBLOCK 2.5, (2833A &2833B,2834), FVT";"Test Equipments / KIT / FVT";"1250";;"537858A-06_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"148964.0";"121930.0";"148964.0";"Remstar #5 (KIT)";"M25A04";"POT";"Y";"Remstar #5 (KIT)";"M25A04";;"Mfg Test"
"256";"24997";"15268";"530182A-KIT";"TEST KIT FOR CB 2162";"Test Equipments / KIT / FVT";"1250";;"530182A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"149016.0";"121930.0";"149016.0";"Remstar #5 (KIT)";"M13D64";"POT";"Y";"Remstar #5 (KIT)";"M13D64";;"Mfg Test"
"257";"25017";"15284";"537778A-04";"TEST KIT FOR NI MYDAQ ITA";"Test Equipments / ITA";"1211";;"537778A-04_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121987";"149036.0";"121987.0";"149036.0";"POT-os salgó C";"C5A02";"POT";"Y";"POT-os salgó C";"C5A02";;"Mfg Test"
"258";"25049";"15308";"539010B-41";"TE, TEST KIT FOR RM-4339";"Test Equipments / KIT / FVT";"1250";;"539010B-41_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"149068.0";"121930.0";"149068.0";"Remstar #5 (KIT)";"M13E43";"POT";"Y";"Remstar #5 (KIT)";"M13E43";;"Mfg Test"
"259";"25081";"15153";"532695A-KIT";"TEST KIT FOR PXI-2535, PXI-2536 SWITCHES, FVT";"Test Equipments / KIT / FVT";"1250";;"532695A-KIT_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"149100.0";"121930.0";"149100.0";"Remstar #5 (KIT)";"M25E03";"POT";"Y";"Remstar #5 (KIT)";"M25E03";;"Mfg Test"
"260";"25142";"15375";"534514A-KIT";"TEST KIT FOR PCMCIA RS-232/485";"Test Equipments / KIT / FVT";"1250";;"534514A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"149161.0";"121930.0";"149161.0";"Remstar #5 (KIT)";"M13C35";"POT";"Y";"Remstar #5 (KIT)";"M13C35";;"Mfg Test"
"261";"25162";"15387";"539224A-22";"TE, TEST FIXTURE FOR IC-317X (GRAND CAYMAN), FVT";"Test Equipments / KIT / FVT";"1250";;"539224A-22_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121987";"149181.0";"121987.0";"149181.0";"POT-os salgó C";"C6A02";"POT";"Y";"POT-os salgó C";"C6A02";;"Mfg Test"
"262";"25176";"15123";"537557A-40";"TEST KIT FOR CRIO-908X, CABLES";"Test Equipments / KIT / FVT";"1250";;"537557A-40_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"149195.0";"121930.0";"149195.0";"Remstar #5 (KIT)";"M13A59";"POT";"Y";"Remstar #5 (KIT)";"M13A59";;"Mfg Test"
"263";"25178";"15394";"533055A-KIT";"TEST KIT FOR PXI-2533, PXI-2534, FVT";"Test Equipments / KIT / FVT";"1250";;"533055A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"149197.0";"121930.0";"149197.0";"Remstar #5 (KIT)";"M25D05";"POT";"Y";"Remstar #5 (KIT)";"M25D05";;"Mfg Test"
"264";"25401";"15581";"538941A-30";"TE, TEST FIXTURE FOR PXIE-782X (DR. PEPPER)";"Test Equipments / KIT / FVT";"1250";;"538941A-30_101";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459300";;"121987.0";"149417.0";"DAQ&C4";;"TAFU";"N";"POT-os salgó C";"C8A03";;"Mfg Test"
"265";"25514";"15674";"161484A-01";"CCA,PXI TO PCI ADAPTER (WITH FULL CONNECTOR)";"Test Equipments / KIT / FVT";"1250";;"E3572D";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"149527.0";"121930.0";"149527.0";"Remstar #5 (KIT)";"M13D26";"POT";"Y";"Remstar #5 (KIT)";"M13D26";;"Mfg Test"
"266";"25707";"15829";"530372A-KIT";"TEST KIT FOR PCMCIA FBUS";"Test Equipments / KIT / FVT";"1250";;"530372A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121944";"149716.0";"121944.0";"149716.0";"POT-os szekrény A";"T4A13";"POT";"Y";"POT-os szekrény A";"T4A13";;"Mfg Test"
"267";"26086";"16123";"537527A-200";"TEST KIT FOR NI 518X DCM, IFT";"Test Equipments / KIT / FVT";"1250";;"537527A-200_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"150086.0";"121930.0";"150086.0";"Remstar #5 (KIT)";"M13E12";"POT";"Y";"Remstar #5 (KIT)";"M13E12";;"Mfg Test"
"268";"26322";"16295";"530178A-KIT";"TEST KIT FOR PCI-1405 & PCI/PXI-1411";"Test Equipments / KIT / FVT";"1250";;"530178A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"150320.0";"121930.0";"150320.0";"Remstar #5 (KIT)";"M13C16";"POT";"Y";"Remstar #5 (KIT)";"M13C16";;"Mfg Test"
"269";"26533";"16275";"539437A-01";"TEST KIT FOR NI-4499/ 4498/ 4497/ 4496/ 4495, FVT";"Test Equipments / KIT / FVT";"1250";;"539437A-01_101";"SERIAL";"3.0";"In use";"1";"1027";"DEB";"459261";;"121930.0";"150526.0";"DAQ&C3";;"TAFU";"N";"Remstar #5 (KIT)";"M13E03";;"Mfg Test"
"270";"26732";"16588";"181410-01";"CCA,GPIB-VXI/C,512K RAM TEST KIT";"Test Equipments / KIT / FVT";"1250";;"010058";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"150714.0";"121928.0";"150714.0";"Remstar #3 (POT)";"X2A09";"POT";"Y";"Remstar #3 (POT)";"X2A09";;"Mfg Test"
"271";"26969";"11584";"160559C-01";"CCA,SMIO/FLEX TEST FIXTURE (TS 2001)";"Test Equipments / KIT / FVT";"1250";;"E09CF8";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"150935.0";"121928.0";"150935.0";"Remstar #3 (POT)";"X7C84";"POT";"Y";"Remstar #3 (POT)";"X7C84";;"Mfg Test"
"272";"27637";"17235";"539620B-10";"TE, ITA FOR PXIE-8510";"Test Equipments / ITA";"1211";;"539620B-10_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"151583.0";"121930.0";"151583.0";"Remstar #5 (KIT)";"M16D02";"POT";"Y";"Remstar #5 (KIT)";"M16D02";;"Mfg Test"
"273";"27994";"17522";"TEKTRONIX_001";"Tektronix oscilloscope";"Test Equipments / KIT / FVT";"1250";;"34PMSO4104 C020478";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121944";"151921.0";"121944.0";"151921.0";"POT-os szekrény A";"T6A01";"POT";"Y";"POT-os szekrény A";"T6A01";;"Mfg Test"
"274";"28212";"17707";"539858A-03";"TEST KIT FOR NAPA ANTENNAS, IFT, FVT, MICROPROSS";"Test Equipments / KIT / FVT";"1250";;"539858A-03_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"152131.0";"121930.0";"152131.0";"Remstar #5 (KIT)";"M18A02";"POT";"Y";"Remstar #5 (KIT)";"M18A02";;"Mfg Test"
"275";"28222";"17717";"540493A-03";"540493A-03 - TEST KIT FOR MP007 PORTABLE SPY V2, IFT, FVT, MICROPROSS";"Test Equipments / KIT / FVT";"1250";;"540493A-03_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"152141.0";"121930.0";"152141.0";"Remstar #5 (KIT)";"M18D04";"POT";"Y";"Remstar #5 (KIT)";"M18D04";;"Mfg Test"
"276";"28241";"17734";"540929A-00";"TEST KIT FOR PXIE-8521 FVT";"Test Equipments / KIT / FVT";"1250";;"540929A-00_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"152160.0";"121930.0";"152160.0";"Remstar #5 (KIT)";"M16A29";"POT";"Y";"Remstar #5 (KIT)";"M16A29";;"Mfg Test"
"277";"28249";"17736";"540033A-04";"TEST KIT FOR MP300 CL3, IFT, FVT, MICROPROSS";"Test Equipments / KIT / FVT";"1250";;"540033A-04_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"152168.0";"121930.0";"152168.0";"Remstar #5 (KIT)";"M18B04";"POT";"Y";"Remstar #5 (KIT)";"M18B04";;"Mfg Test"
"278";"28385";"17831";"541250A-10";"9805 CORALLREEF";"Test Equipments / KIT / FVT";"1250";;"541250A-10_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459280";"463051.0";"121935.0";"152295.0";"DAQ&C2";"Production";"TAFU";"N";"POT-os salgó D";"D4A03";;"Mfg Test"
"279";"29210";"18254";"538538A-50";"ITA - FOR 8-SLOT CRIO";"Test Equipments / ITA";"1211";;"538538A-50_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23710";"90041.0";"126235.0";"154153.0";"Dinamikus lokációk";"D";"TAFU";"N";"Logisztikai polcok";"#Log-11/1";;"Mfg Test"
"280";"29214";"18257";"538929C-32";"TE, ITA FOR SMASHER-BASED BACKPLANES AND CPU CCAS, IFT";"Test Equipments / ITA";"1211";;"538929C-32_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154254.0";"126235.0";"154153.0";"Logisztikai polcok";"Log2-D-2";"TAFU";"N";"Logisztikai polcok";"#Log-11/1";;"Mfg Test"
"281";"29216";"18259";"538533A-20";"TE, NI 9218 ITA";"Test Equipments / ITA";"1211";;"538533A-20_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"399861.0";"121928.0";"399861.0";"Remstar #3 (POT)";"X20A002";"POT";"Y";"Remstar #3 (POT)";"X20A002";;"Mfg Test"
"282";"29230";"2972";"538520A-03";"TE, ITA FOR MYRIO 1900/1950 FVT & ROBORIO IFT/FVT";"Test Equipments / ITA";"1211";"MYRIO FVT & ROBORIO IFT/FVT ITA";"538520A-03_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154153.0";"126235.0";"154153.0";"Logisztikai polcok";"#Log-11/1";"TAFU";"N";"Logisztikai polcok";"#Log-11/1";;"Mfg Test"
"283";"29236";"18271";"539002A-25";"TE, CCA TEST FIXTURE FOR SOL 8-SLOT (CRIO-9067)";"Test Equipments / Fixture";"1210";;"539002A-25_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23710";"90041.0";"126235.0";"154153.0";"Dinamikus lokációk";"D";"TAFU";"N";"Logisztikai polcok";"#Log-11/1";;"Mfg Test"
"284";"29256";"18279";"530910A-KIT";"FOR CRIO-9052 STARFABRIC CONTROLLER";"Test Equipments / Fixture";"1210";;"530910A-KIT_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154154.0";"126235.0";"154154.0";"Logisztikai polcok";"#Log-11/2";"TAFU";"N";"Logisztikai polcok";"#Log-11/2";;"Mfg Test"
"285";"29290";"18299";"539404A-101";"TE, NI 9770, ITA";"Test Equipments / ITA";"1211";;"539404A-110_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";"463050.0";"126235.0";"154156.0";"DAQ&C1";"Production";"TAFU";"N";"Logisztikai polcok";"#Log-12/2";;"Mfg Test"
"286";"29296";"12655";"533858A-01";"TEST EQUIPMENT, CRIO NI 951X FVT TEST FIXTURE";"Test Equipments / Fixture";"1210";;"533858A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121928";"399113.0";"121928.0";"399113.0";"Remstar #3 (POT)";"X18D004";"POT";"Y";"Remstar #3 (POT)";"X18D004";;"Mfg Test"
"287";"29299";"18307";"538930B-43";"TE, CRIO-9030/1/3/4, BACKPLANES IFT FIXTURE";"Test Equipments / Fixture";"1210";;"538930B-43_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23710";"90041.0";"126235.0";"154304.0";"Dinamikus lokációk";"D";"TAFU";"N";"Logisztikai polcok";"Log3-D-2";;"Mfg Test"
"288";"29312";"18319";"537396A-03";"TE, MCC USB-1608HS FVT TEST FIXTURE";"Test Equipments / Fixture";"1210";;"537396A-03_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154216.0";"126235.0";"154216.0";"Logisztikai polcok";"Log1-E-3";"TAFU";"N";"Logisztikai polcok";"Log1-E-3";;"Mfg Test"
"289";"29341";"18345";"534321A-02";"TE, HIPOT TEST CHASSIS FOR PXI-2593/SCXI-1193";"Test Equipments / Fixture";"1210";;"534321A-02_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"290";"29357";"18357";"531425A-01";"TE, PXI-6521/623X HIPOT FIXTURE VERIFICATION MODULE";"Test Equipments / Fixture";"1210";;"531425A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"291";"29361";"18361";"160634A-01";"PCI/PXI 4060 HIPOT. CABLE ASSY.";"Test Equipments / Fixture";"1210";;"160634A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154160.0";"126235.0";"154160.0";"Logisztikai polcok";"#Log-13/3";"TAFU";"N";"Logisztikai polcok";"#Log-13/3";;"Mfg Test"
"292";"29373";"18369";"537396A-04";"TE, MCC USB-160XHS FVT TEST FIXTURE";"Test Equipments / Fixture";"1210";;"537396A-04_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";"463029.0";"459300.0";"463029.0";"DAQ&C4";"Production";"TAFU";"N";"DAQ&C4";"Production";;"Mfg Test"
"293";"29375";"18371";"540201A-03";"TE, HIPOT FIXTURE FOR FIELDDAQ STRAIN NODES";"Test Equipments / Fixture";"1210";;"540201A-03_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154162.0";"126235.0";"154162.0";"Logisztikai polcok";"#Log-15/3-B-1";"TAFU";"N";"Logisztikai polcok";"#Log-15/3-B-1";;"Mfg Test"
"294";"29387";"18380";"534993A-02";"fixture MCC USB-2416";"Test Equipments / Fixture";"1210";;"534993A-02_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"126235";"154297.0";"126235.0";"154297.0";"Logisztikai polcok";"Log3-C-2";"TAFU";"N";"Logisztikai polcok";"Log3-C-2";;"Mfg Test"
"295";"29411";"18398";"540190A-100";" TE, ITA, FOR PXIE-4147, IFT/FVT";"Test Equipments / ITA";"1211";;"540190A-100_103";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"23701";;"23701.0";;"Egyfokos szoba (MFG)";;"TAFU";"N";"Egyfokos szoba (MFG)";;;"Mfg Test"
"296";"29450";"18418";"532509A-01";"A.Board - 9265 INTERCONNECT BOARD";"Test Equipments / Fixture";"1210";;"532509A-01_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";;"126264.0";"154173.0";"DAQ&C1";;"TAFU";"N";"DAQ & Control 1";"DAQ&C1";;"Mfg Test"
"297";"29463";"18295";"532855C-01";"A.Board - Pass Through AdapterBoard";"Test Equipments / Fixture";"1210";;"532855C-01_105";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459260";;"126264.0";"154173.0";"DAQ&C1";;"TAFU";"N";"DAQ & Control 1";"DAQ&C1";;"Mfg Test"
"298";"29491";"3282";"541098A-050";"NIL-TEST FIXTURE CASETTE FOR PCIE SINGLE POF INTERFACE, FVT";"Test Equipments / Fixture";"1210";"TE, ASSEMBLY, MAIN, MECHANICAL, NI LEUVEN PCIE POF FVT FIXTURE";"541098A-050_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"121930";"444159.0";"121930.0";"444159.0";"Remstar #5 (KIT)";"M14B001";"POT";"Y";"Remstar #5 (KIT)";"M14B001";;"Mfg Test"
"299";"29518";"18452";"535935A-01";"TE, GPIB-120A HIPOT FIXTURE VERIFICATION MODULE";"Test Equipments / Fixture";"1210";;"535935A-01_101";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459261";;"126268.0";"154185.0";"DAQ&C3";;"TAFU";"N";"DAQ & Control 3";"FVT-BU/05";;"Mfg Test"
"300";"29525";"18449";"533960A-01";"PXI/PCI-85XX Verification module & Test Cable";"Test Equipments / Fixture";"1210";;"533960A-01_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"459300";;"126264.0";"154186.0";"DAQ&C4";;"TAFU";"N";"DAQ & Control 1";"FVT-BU/05";;"Mfg Test"
"301";"29529";"18460";"532321A-02";"CRIO 37-PIN DSUB";"Test Equipments / Fixture";"1210";;"532321A-02_102";"SERIAL";"2.0";"Available";"1";"1027";"DEB";"390367";"458321.0";"390367.0";"458321.0";"DAQ&C1 - Salgó polcok";"C1-3/C03";"TAFU";"N";"DAQ&C1 - Salgó polcok";"C1-3/C03";;"Mfg Test"
